ma,year,BIG4,LEV,M/B,SALES,SHRINC,LOSS,Year_2016,Year_2017,Year_2018,Year_2019,Year_2020,Year_2021,Year_2022,Year_2023,Industry_Congnghethongtin,Industry_Daukhi,Industry_Dichvutieudung,Industry_Duocphamvayte,Industry_Hangtieudung,Industry_Nguyenvatlieu,Industry_Taichinh,Industry_Tienichcongdong,Industry_Vienthong
SGD,2023,0,0.311212739,0.881080153,2.03961E+11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SGH,2016,0,0.045573324,3.100956522,40170887262,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SGH,2017,0,0.063562018,5.551424778,45055654835,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SGH,2018,0,0.066816054,2.963639753,1.43386E+12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SGH,2019,0,0.078257913,4.026884397,50398974787,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SGH,2020,0,0.067901303,4.07457747,17580851374,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SGH,2021,0,0.078687715,5.148668409,17933162805,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SGH,2022,0,0.095056788,1.866970532,28079031839,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SGH,2023,0,0.098041585,1.578844748,42228619078,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SGN,2016,0,0.34824598,8.634045968,8.76565E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SGN,2017,1,0.292070156,6.11794745,1.10595E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SGN,2018,1,0.278496031,3.002524391,1.27657E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SGN,2019,1,0.227448538,2.542030555,1.58515E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SGN,2020,1,0.153466771,2.542147943,7.30827E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SGN,2021,1,0.126039096,2.640552383,4.88319E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SGN,2022,1,0.199374477,2.703966628,9.95163E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SGN,2023,1,0.214764492,2.39177275,1.45565E+12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SGR,2016,0,0.690474479,1.287898249,1.07918E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGR,2017,0,0.627184577,1.367571626,5.32786E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGR,2018,0,0.659515862,1.149531132,3.76436E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SGR,2019,0,0.669102531,1.419263799,1.21323E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SGR,2020,0,0.618917176,2.401639479,76646996443,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SGR,2021,0,0.650949541,1.092313441,1.72807E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SGR,2022,0,0.559789461,1.32269999,6.54438E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SGR,2023,0,0.551589031,2.884752057,99164951899,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SGT,2016,0,0.739093595,1.070390593,7.10463E+11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SGT,2017,0,0.651906414,0.594100651,7.98647E+11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SGT,2018,0,0.613292867,0.489794543,6.77996E+11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SGT,2019,0,0.633010437,0.926334052,6.92593E+11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SGT,2020,0,0.658407231,2.550713407,4.70039E+11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SGT,2021,0,0.763960646,0.954724731,6.89804E+11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SGT,2022,0,0.661334584,0.947613676,1.45397E+12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SGT,2023,0,0.725237131,1.088971817,1.30976E+12,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SHA,2016,0,0.473662281,0.594148088,6.58701E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHA,2017,0,0.492857341,0.454522109,8.8679E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHA,2018,0,0.522561027,0.357479748,8.00609E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHA,2019,0,0.544913226,0.427656667,8.64034E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SHA,2020,0,0.569904602,0.647956886,9.34301E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SHA,2021,0,0.575168668,0.329211221,9.27622E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SHA,2022,0,0.6071463,0.387046392,1.10087E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SHA,2023,0,0.591919886,0.347365176,1.08361E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SHE,2019,1,0.352979772,1.140993844,2.46958E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SHE,2020,1,0.520717612,1.035110625,2.4623E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SHE,2021,1,0.454249158,0.752846061,2.26538E+11,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SHE,2022,0,0.519343403,0.743746977,2.63753E+11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SHE,2023,0,0.374507264,0.829392571,1.84757E+11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SHI,2016,0,0.604935442,0.537682511,2.35906E+12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHI,2017,0,0.692048248,0.467958207,3.56009E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHI,2018,0,0.683733495,0.687676056,4.48592E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHI,2019,0,0.686120025,0.655856153,4.8071E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SHI,2020,0,0.706371814,1.036786857,5.36012E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SHI,2021,0,0.769035978,1.193697429,7.07461E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SHI,2022,0,0.732574576,1.141597532,7.97748E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SHI,2023,0,0.735231519,1.203749977,9.60535E+12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SHN,2016,0,0.115519832,0.78052051,4.85248E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHN,2017,0,0.6201523,0.572870286,1.34224E+12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHN,2018,0,0.643046463,0.620608024,1.03932E+12,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SHN,2019,0,0.636733492,0.704024553,4.06835E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SHN,2020,0,0.600064002,1.319647967,3.65749E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SHN,2021,0,0.568484026,0.751940518,3.74573E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SHN,2022,0,0.7225981,0.597340691,5.8536E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SHN,2023,0,0.722054635,0.555457076,5.72442E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SHP,2016,1,0.555021836,1.814857804,5.12967E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHP,2017,1,0.507874373,1.740132496,6.16964E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHP,2018,1,0.466220734,1.708315433,6.19287E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SHP,2019,1,0.398921206,1.719655928,6.43027E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SHP,2020,1,0.385868198,2.265733599,4.29384E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SHP,2021,1,0.270583942,1.906923459,6.57816E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SHP,2022,1,0.181890082,2.202831674,7.46102E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SHP,2023,1,0.122567411,2.678767221,6.61183E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SIP,2019,1,0.859099147,7.080603458,4.33974E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SIP,2020,1,0.833661395,3.957645184,5.08258E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SIP,2021,1,0.814905388,1.972722433,5.57756E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SIP,2022,1,0.807359272,1.975920653,6.03452E+12,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SIP,2023,1,0.808738419,4.242733354,6.67652E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SJ1,2016,0,0.790131538,1.17235905,7.8847E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SJ1,2017,0,0.69800562,0.981247894,9.20616E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SJ1,2018,0,0.705143711,1.591278441,8.019E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SJ1,2019,0,0.716702783,1.275647323,1.17097E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SJ1,2020,0,0.691148208,1.22368844,1.05358E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SJ1,2021,0,0.699076226,0.91753322,1.16089E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SJ1,2022,0,0.696363198,0.880867938,1.33183E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SJ1,2023,0,0.728100425,0.730779921,1.45954E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SJD,2016,0,0.237500216,1.013488756,3.73526E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SJD,2017,0,0.229611653,1.300370211,4.95021E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SJD,2018,0,0.332444459,1.218793422,4.96322E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SJD,2019,0,0.31120395,1.307091468,4.25123E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SJD,2020,0,0.325634486,1.541808961,3.3127E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SJD,2021,0,0.312682261,1.088133096,4.25349E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SJD,2022,0,0.236014362,0.934356372,4.55267E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SJD,2023,0,0.246173026,1.011358378,4.3081E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SJE,2016,0,0.70891223,0.626907216,9.68875E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJE,2017,0,0.661954427,0.489552517,7.02425E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJE,2018,0,0.713993481,0.434061787,4.13765E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJE,2019,0,0.719146369,0.569028062,6.7792E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SJE,2020,0,0.709971629,0.891620835,6.90731E+11,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SJE,2021,0,0.689984144,0.862386607,7.10517E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SJE,2022,0,0.644637191,0.676734412,9.07408E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SJE,2023,0,0.608270359,0.743110928,6.96152E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SJF,2017,0,0.313782474,0.499365575,9.17848E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJF,2018,0,0.330394305,0.152207689,5.43895E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SJF,2019,0,0.296236483,0.266431236,6.65899E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SJF,2020,0,0.281951484,1.187561865,3.70691E+11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SJF,2021,0,0.271704962,0.309341381,4.94343E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SJF,2022,0,0.195337652,0.173909788,1.72565E+11,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SJF,2023,0,0.335002002,0.286625901,1.10008E+11,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SJS,2016,1,0.646135199,1.382406666,5.14269E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJS,2017,1,0.637936942,0.892136354,-20165696759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJS,2018,1,0.650967246,0.846642472,4.67073E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SJS,2019,1,0.664012646,1.500377934,6.95959E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SJS,2020,1,0.694450025,4.544349494,1.1359E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
SJS,2021,1,0.683447196,2.455081435,7.47036E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
SJS,2022,1,0.620114755,2.015758582,3.79811E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
SJS,2023,1,0.630506504,3.169189851,4.16024E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SKG,2016,0,0.015323057,1.567868806,3.55714E+11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SKG,2017,0,0.02539545,1.007612886,4.01529E+11,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SKG,2018,0,0.021893323,0.785788501,4.42468E+11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SKG,2019,0,0.019246097,0.916810866,4.52143E+11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SKG,2020,0,0.015532286,1.108582915,3.04339E+11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SKG,2021,0,0.01297235,1.178073426,1.67159E+11,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SKG,2022,0,0.015297206,1.114331878,4.0985E+11,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SKG,2023,0,0.017130305,1.073447098,4.09409E+11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SLS,2016,0,0.467110416,5.084700618,5.205E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLS,2017,0,0.598687954,0.99094081,6.87968E+11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLS,2018,0,0.561052196,0.86193163,4.59159E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SLS,2019,0,0.56863894,1.587393472,9.14382E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SLS,2020,0,0.471712185,2.894721027,8.37726E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SLS,2021,0,0.424690903,1.819686352,8.57009E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SLS,2022,0,0.252836998,1.436233713,1.25513E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SLS,2023,0,0.152139352,1.21146814,1.61956E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SMA,2016,0,0.727517291,1.092184341,3.96217E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMA,2017,0,0.632638148,0.94077053,4.58264E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMA,2018,0,0.580808245,1.244011643,4.14468E+11,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
SMA,2019,0,0.544897983,0.834490946,1.26547E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
SMA,2020,0,0.617793285,1.142088419,73692513534,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
SMA,2021,0,0.516784488,0.756717264,81727998486,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
SMA,2022,0,0.412823384,0.768955494,84766350967,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
SMA,2023,0,0.484333283,0.92613888,76328280982,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
SMB,2016,0,0.310966786,2.12112998,8.20406E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SMB,2017,0,0.37084131,2.001335944,1.12213E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SMB,2018,0,0.471493859,2.066891575,1.53771E+12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SMB,2019,1,0.408118644,2.700050079,1.52467E+12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SMB,2020,1,0.384085377,2.561358035,1.20715E+12,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
SMB,2021,1,0.408713239,2.310838142,1.19124E+12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SMB,2022,1,0.379975361,1.84484029,1.38734E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
SMB,2023,1,0.411373369,1.828073883,1.31992E+12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
SMC,2016,0,0.838528888,1.179229961,9.44095E+12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SMC,2017,0,0.760645434,0.555510574,1.26539E+13,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SMC,2018,0,0.745318681,0.486431879,1.64663E+13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SMC,2019,0,0.737425901,0.912924729,1.6836E+13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SMC,2020,0,0.764286172,1.424488262,1.5735E+13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SMC,2021,0,0.73140833,0.267290843,2.1315E+13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SMC,2022,0,0.793126492,0.413917708,2.31816E+13,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SMC,2023,0,0.870883682,0.748081119,1.37016E+13,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SMN,2016,0,0.314207791,0.908303255,3.70266E+11,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMN,2017,0,0.318289464,0.754230379,3.82541E+11,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMN,2018,0,0.275981942,0.640534924,1.24114E+12,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SMN,2019,0,0.207672003,0.64802947,4.88249E+11,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SMN,2020,0,0.26530216,0.856593725,4.6866E+11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
SMN,2021,0,0.479036475,0.796974552,4.67515E+11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
SMN,2022,0,0.293840285,0.819158219,5.00282E+11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
SMN,2023,0,0.197697115,0.734778907,4.47844E+11,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
SMT,2016,0,0.554902497,1.320976652,3.22097E+11,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SMT,2017,0,0.575746139,1.519740362,3.40564E+11,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SMT,2018,0,0.594134433,1.062639984,75211162626,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SMT,2019,0,0.655382801,0.742826626,2.30808E+11,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SMT,2020,0,0.640289584,0.940269531,3.56186E+11,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SMT,2021,0,0.720094781,0.639994531,4.00362E+11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SMT,2022,0,0.6098849,0.596724076,3.40106E+11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SMT,2023,0,0.568738484,0.441149103,1.77761E+11,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SPC,2016,0,0.699148802,1.318783977,8.63495E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPC,2017,0,0.744113641,0.811017364,1.22908E+12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPC,2018,0,0.700519203,1.08966825,3.91888E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPC,2019,0,0.62225163,0.996214081,1.2344E+12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SPC,2020,0,0.629204169,1.033124645,1.13813E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SPC,2021,0,0.606077379,0.732842947,1.11148E+12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SPC,2022,0,0.630001196,0.529705904,1.20151E+12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SPC,2023,0,0.678362341,0.739106357,1.04801E+12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SPI,2016,0,0.329518561,0.331593831,67528444538,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPI,2017,0,0.224200178,0.07739635,91809239577,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPI,2018,0,0.294555249,0.090623283,1.6546E+11,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SPI,2019,0,0.4753789,0.241355591,1.15235E+11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
SPI,2020,0,0.321885898,1.108375662,1.20117E+11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
SPI,2021,0,0.098173744,0.256315203,16150112674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SPI,2022,0,0.45143678,0.350145413,3987181855,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SPI,2023,0,0.530071107,0.709738066,2459337689,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SPM,2016,0,0.402723151,0.27650397,4.60756E+11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPM,2017,0,0.210291755,0.242238987,6.36023E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPM,2018,0,0.230868448,0.237613689,3.90724E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SPM,2019,0,0.259333118,0.240349198,4.92476E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SPM,2020,0,0.273766795,0.323718747,6.09994E+11,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
SPM,2021,0,0.26452672,0.247685737,7.0989E+11,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
SPM,2022,0,0.253104927,0.221664154,6.9724E+11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
SPM,2023,0,0.214690451,0.198009621,4.06105E+11,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
SRA,2016,0,0.275860783,1.193973998,12585188336,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRA,2017,0,0.653208982,2.462365009,39259036912,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRA,2018,0,0.243788195,0.115042855,3.84907E+11,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SRA,2019,0,0.039365457,0.516271117,2.92432E+11,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
SRA,2020,0,0.206477734,0.665928762,1.93721E+11,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
SRA,2021,0,0.012994149,0.232893696,1.08946E+11,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
SRA,2022,0,0.030427008,0.253745444,1.07304E+11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
SRA,2023,0,0.035337612,0.245173597,40774672072,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
SRC,2016,0,0.524777085,1.157911088,9.09054E+11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRC,2017,0,0.599719758,1.390049415,9.33737E+11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRC,2018,0,0.597397185,1.494554187,9.25244E+11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SRC,2019,0,0.527348032,1.523479675,9.26217E+11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SRC,2020,1,0.695304612,1.235492053,1.34927E+12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
